Rebuild completion watcher started.
Watching: C:\Users\1028120\Documents\Scripts\corp-monorepo\.ecosystem\rebuild_staging\source_library\rebuild\status.json
              rfp_response -> architecture         3x
                      None -> commercial           3x
                  training -> product_doc          3x

[1b] Hybrid Classifier  (310 enriched examples)
    TF-IDF  : 197 files  acc=100.0%
    Regex   :  56 files  acc=71.4%
    LLM fallback: 57 files  (18% of total)
    Overall classified acc: 93.7%
    With content    acc: 96.1%
    Filename-only   acc: 92.7%

[2] Tag Taxonomy Coverage  (172 golden tags)
    Mean : 0.797   Median : 1.0
    Worst (unrecognised / partial):
      0.5  domain/product-platform-architecture  [partial]
      0.5  product/inventory-optimization  [partial]
      0.5  product/lp-solver  [partial]
      0.5  product/luminate-dynamic-segmentation  [partial]
      0.5  product/microsoft-bi  [partial]
      0.5  product/microsoft-dynamics-365-crm  [partial]
      0.5  product/planning-engine  [partial]
      0.5  product/power-bi  [partial]
      0.5  product/sap  [partial]
      0.5  product/sap-cloud-platform-integration  [partial]

[3] Product Normalizer Idempotency  (64 products)
    Mean : 1.000   Median : 1.0
    All products normalise stably (idempotent).

[4] People Filter F1  (444 entries)
    Precision : 0.924   Recall : 0.931   F1 : 0.927
    TP=377  TN=8  FP=31  FN=28

==========================================================

Results appended -> eval\eval_history.jsonl

warning: in the working copy of 'JOURNAL.md', CRLF will be replaced by LF the next time Git touches it
warning: in the working copy of '.ecosystem/archive/2026-03-27_VAULT_REBUILD_REPORT.md', CRLF will be replaced by LF the next time Git touches it
Commit error: [WARNING] Unstaged files detected.
[INFO] Stashing unstaged files to C:\Users\1028120\.cache\pre-commit\patch1774600363-42680.
ruff.....................................................................Failed
- hook id: ruff
- exit code: 1

packages\corp-by-os\src\corp_by_os\retrieve\engine.py:243:101: E501 Line too long (114 > 100)
Found 1 error.

[INFO] Restored changes from C:\Users\1028120\.cache\pre-commit\patch1774600363-42680.


Report saved: C:\Users\1028120\Documents\Scripts\corp-monorepo\.ecosystem\archive\2026-03-27_VAULT_REBUILD_REPORT.md
Journal appended: C:\Users\1028120\Documents\Scripts\corp-monorepo\JOURNAL.md

[Step 12c] Committing...


[09:32:45] All steps complete.
